service_id,visit_id,car_id,tanggal,km_saat_servis,cabang,mekanik,kategori_servis,item_servis,qty,harga
SVC003308,V000855,CAR0077,2024-12-12,155207,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Udara,1,168000
SVC026689,V006873,CAR0600,2024-12-12,73067,Cabang Krakatau,Mekanik Anto,Oli & Filter,Filter Udara,1,184000
SVC026690,V006873,CAR0600,2024-12-12,73067,Cabang Krakatau,Mekanik Anto,Tune Up,Tune Up / Servis Berkala,1,693000
SVC023370,V006025,CAR0524,2024-12-12,91455,Cabang Ringroad,Mekanik Sahat,Oli & Filter,Filter Oli,1,97000
SVC004985,V001284,CAR0119,2024-12-12,83104,Cabang Krakatau,Mekanik Sahat,Kelistrikan,Aki/Accu,1,1285000
SVC004251,V001099,CAR0099,2024-12-12,84826,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,540000
SVC004252,V001099,CAR0099,2024-12-12,84826,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Filter Oli,1,89000
SVC004253,V001099,CAR0099,2024-12-12,84826,Cabang Gatot Subroto,Mekanik Beni,Oli & Filter,Filter Udara,1,172000
SVC004984,V001284,CAR0119,2024-12-12,83104,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Filter Udara,1,253000
SVC004983,V001284,CAR0119,2024-12-12,83104,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Filter Oli,1,72000
SVC023369,V006025,CAR0524,2024-12-12,91455,Cabang Ringroad,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,330000
SVC004982,V001284,CAR0119,2024-12-12,83104,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,640000
SVC002688,V000691,CAR0065,2024-12-12,69869,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,600000
SVC019850,V005119,CAR0449,2024-12-12,106925,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Kabin/AC,1,100000
SVC019848,V005119,CAR0449,2024-12-12,106925,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Oli,1,70000
SVC019847,V005119,CAR0449,2024-12-12,106925,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,510000
SVC026688,V006873,CAR0600,2024-12-12,73067,Cabang Krakatau,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,760000
SVC013835,V003554,CAR0324,2024-12-12,70621,Cabang Sisingamangaraja,Mekanik Sahat,Kelistrikan,Aki/Accu,1,1684000
SVC013834,V003554,CAR0324,2024-12-12,70621,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Udara,1,168000
SVC024404,V006298,CAR0549,2024-12-12,90651,Cabang Ringroad,Mekanik Sahat,Oli & Filter,Filter Oli,1,74000
SVC024403,V006298,CAR0549,2024-12-12,90651,Cabang Ringroad,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,450000
SVC013833,V003554,CAR0324,2024-12-12,70621,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Filter Oli,1,82000
SVC013832,V003554,CAR0324,2024-12-12,70621,Cabang Sisingamangaraja,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,650000
SVC024405,V006298,CAR0549,2024-12-12,90651,Cabang Ringroad,Mekanik Sahat,Oli & Filter,Filter Udara,1,198000
SVC000741,V000190,CAR0017,2024-12-12,64509,Cabang Sisingamangaraja,Mekanik Dani,Kelistrikan,Aki/Accu,1,1028000
SVC000740,V000190,CAR0017,2024-12-12,64509,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Oli,1,73000
SVC000739,V000190,CAR0017,2024-12-12,64509,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,480000
SVC002690,V000691,CAR0065,2024-12-12,69869,Cabang Setia Budi,Mekanik Tigor,Tune Up,Tune Up / Servis Berkala,1,516000
SVC002689,V000691,CAR0065,2024-12-12,69869,Cabang Setia Budi,Mekanik Tigor,Oli & Filter,Filter Oli,1,109000
SVC019849,V005119,CAR0449,2024-12-12,106925,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Udara,1,190000
SVC005513,V001412,CAR0128,2024-12-13,142420,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Udara,1,222000
SVC005512,V001412,CAR0128,2024-12-13,142420,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,420000
SVC000118,V000030,CAR0003,2024-12-13,56532,Cabang Setia Budi,Mekanik Joni,Pendingin,Coolant/Radiator,1,204000
SVC000117,V000030,CAR0003,2024-12-13,56532,Cabang Setia Budi,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,420000
SVC005514,V001412,CAR0128,2024-12-13,142420,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Kabin/AC,1,172000
SVC011096,V002857,CAR0257,2024-12-13,23078,Cabang Setia Budi,Mekanik Dani,Oli & Filter,Filter Udara,1,142000
SVC011097,V002857,CAR0257,2024-12-13,23078,Cabang Setia Budi,Mekanik Dani,Oli & Filter,Filter Kabin/AC,1,138000
SVC011095,V002857,CAR0257,2024-12-13,23078,Cabang Setia Budi,Mekanik Dani,Oli & Filter,Filter Oli,1,116000
SVC005515,V001412,CAR0128,2024-12-13,142420,Cabang Gatot Subroto,Mekanik Anto,Tune Up,Tune Up / Servis Berkala,1,543000
SVC011098,V002857,CAR0257,2024-12-13,23078,Cabang Setia Budi,Mekanik Dani,Tune Up,Busi (set),1,288000
SVC011094,V002857,CAR0257,2024-12-13,23078,Cabang Setia Budi,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,330000
SVC023043,V005937,CAR0519,2024-12-13,93051,Cabang Gatot Subroto,Mekanik Anto,Pendingin,Coolant/Radiator,1,141000
SVC023042,V005937,CAR0519,2024-12-13,93051,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Udara,1,257000
SVC023041,V005937,CAR0519,2024-12-13,93051,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Oli,1,115000
SVC023040,V005937,CAR0519,2024-12-13,93051,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,330000
SVC028850,V008209,CAR0442,2024-12-13,76422,Cabang Setia Budi,Mekanik Joni,Rem & Kaki,Kampas Rem Depan,1,470000
SVC026340,V006785,CAR0589,2024-12-13,76185,Cabang Gatot Subroto,Mekanik Rudi,Rem & Kaki,Kampas Rem Depan,1,785000
SVC026338,V006785,CAR0589,2024-12-13,76185,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Filter Oli,1,62000
SVC026337,V006785,CAR0589,2024-12-13,76185,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,600000
SVC001155,V000300,CAR0031,2024-12-13,119844,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,560000
SVC001156,V000300,CAR0031,2024-12-13,119844,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Oli,1,80000
SVC001157,V000300,CAR0031,2024-12-13,119844,Cabang Gatot Subroto,Mekanik Anto,Oli & Filter,Filter Udara,1,236000
SVC001158,V000300,CAR0031,2024-12-13,119844,Cabang Gatot Subroto,Mekanik Anto,Tune Up,Busi (set),1,334000
SVC001159,V000300,CAR0031,2024-12-13,119844,Cabang Gatot Subroto,Mekanik Anto,Lainnya,Wiper,1,160000
SVC026339,V006785,CAR0589,2024-12-13,76185,Cabang Gatot Subroto,Mekanik Rudi,Oli & Filter,Filter Udara,1,165000
SVC005516,V001412,CAR0128,2024-12-13,142420,Cabang Gatot Subroto,Mekanik Anto,Drivetrain,Oli Gardan/Transfer,1,414000
SVC028403,V007830,CAR0597,2024-12-14,152979,Cabang Setia Budi,Mekanik Tigor,Tune Up,Busi (set),1,351000
SVC007228,V001866,CAR0164,2024-12-14,56889,Cabang Sisingamangaraja,Mekanik Hasan,Oli & Filter,Filter Kabin/AC,1,143000
SVC019523,V005030,CAR0441,2024-12-14,89767,Cabang Setia Budi,Mekanik Dani,Tune Up,Tune Up / Servis Berkala,1,684000
SVC021365,V005500,CAR0480,2024-12-14,120180,Cabang Setia Budi,Mekanik Hasan,Tune Up,Busi (set),1,301000
SVC021364,V005500,CAR0480,2024-12-14,120180,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Filter Udara,1,162000
SVC019520,V005030,CAR0441,2024-12-14,89767,Cabang Setia Budi,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,330000
SVC019521,V005030,CAR0441,2024-12-14,89767,Cabang Setia Budi,Mekanik Dani,Oli & Filter,Filter Udara,1,196000
SVC019522,V005030,CAR0441,2024-12-14,89767,Cabang Setia Budi,Mekanik Dani,Oli & Filter,Filter Kabin/AC,1,116000
SVC028075,V007552,CAR0336,2024-12-14,105587,Cabang Ringroad,Mekanik Joni,Rem & Kaki,Kampas Rem Depan,1,486000
SVC019524,V005030,CAR0441,2024-12-14,89767,Cabang Setia Budi,Mekanik Dani,Lainnya,Wiper,1,120000
SVC028115,V007586,CAR0284,2024-12-14,28908,Cabang Gatot Subroto,Mekanik Tigor,Rem & Kaki,Ban (per pcs),4,1278000
SVC007227,V001866,CAR0164,2024-12-14,56889,Cabang Sisingamangaraja,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,450000
SVC021366,V005500,CAR0480,2024-12-14,120180,Cabang Setia Budi,Mekanik Hasan,Tune Up,Tune Up / Servis Berkala,1,536000
SVC007229,V001866,CAR0164,2024-12-14,56889,Cabang Sisingamangaraja,Mekanik Hasan,Rem & Kaki,Kampas Rem Depan,1,527000
SVC028231,V007685,CAR0035,2024-12-14,141436,Cabang Ringroad,Mekanik Sahat,Rem & Kaki,Kampas Rem Depan,1,529000
SVC021363,V005500,CAR0480,2024-12-14,120180,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Filter Oli,1,114000
SVC021367,V005500,CAR0480,2024-12-14,120180,Cabang Setia Budi,Mekanik Hasan,Rem & Kaki,Kampas Rem Depan,1,448000
SVC021368,V005500,CAR0480,2024-12-14,120180,Cabang Setia Budi,Mekanik Hasan,Rem & Kaki,Kampas Rem Belakang,1,725000
SVC021362,V005500,CAR0480,2024-12-14,120180,Cabang Setia Budi,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,520000
SVC010409,V002684,CAR0243,2024-12-16,158316,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Filter Oli,1,62000
SVC003166,V000814,CAR0074,2024-12-16,81313,Cabang Krakatau,Mekanik Tigor,Oli & Filter,Filter Oli,1,96000
SVC010410,V002684,CAR0243,2024-12-16,158316,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Filter Udara,1,197000
SVC027841,V007352,CAR0349,2024-12-16,110794,Cabang Ringroad,Mekanik Rudi,Kelistrikan,Aki/Accu,1,1804000
SVC003168,V000814,CAR0074,2024-12-16,81313,Cabang Krakatau,Mekanik Tigor,Tune Up,Busi (set),1,429000
SVC003165,V000814,CAR0074,2024-12-16,81313,Cabang Krakatau,Mekanik Tigor,Oli & Filter,Ganti Oli Mesin,1,520000
SVC028214,V007673,CAR0414,2024-12-16,76748,Cabang Gatot Subroto,Mekanik Tigor,Tune Up,Busi (set),1,201000
SVC003169,V000814,CAR0074,2024-12-16,81313,Cabang Krakatau,Mekanik Tigor,Tune Up,Tune Up / Servis Berkala,1,515000
SVC010408,V002684,CAR0243,2024-12-16,158316,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,520000
SVC003167,V000814,CAR0074,2024-12-16,81313,Cabang Krakatau,Mekanik Tigor,Oli & Filter,Filter Udara,1,237000
SVC010411,V002684,CAR0243,2024-12-16,158316,Cabang Gatot Subroto,Mekanik Hasan,Tune Up,Tune Up / Servis Berkala,1,601000
SVC013063,V003357,CAR0306,2024-12-17,118655,Cabang Krakatau,Mekanik Hasan,Rem & Kaki,Kampas Rem Belakang,1,723000
SVC001364,V000352,CAR0034,2024-12-17,131119,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Kabin/AC,1,137000
SVC001361,V000352,CAR0034,2024-12-17,131119,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,760000
SVC001362,V000352,CAR0034,2024-12-17,131119,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Oli,1,66000
SVC001363,V000352,CAR0034,2024-12-17,131119,Cabang Setia Budi,Mekanik Anto,Oli & Filter,Filter Udara,1,257000
SVC001365,V000352,CAR0034,2024-12-17,131119,Cabang Setia Budi,Mekanik Anto,Drivetrain,Oli Gardan/Transfer,1,294000
SVC014170,V003641,CAR0331,2024-12-17,78495,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Udara,1,193000
SVC028501,V007916,CAR0324,2024-12-17,157115,Cabang Gatot Subroto,Mekanik Anto,Pendingin,Servis AC,1,326000
SVC014168,V003641,CAR0331,2024-12-17,78495,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,650000
SVC016957,V004367,CAR0385,2024-12-17,133780,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,420000
SVC016958,V004367,CAR0385,2024-12-17,133780,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Filter Udara,1,197000
SVC016959,V004367,CAR0385,2024-12-17,133780,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Filter Kabin/AC,1,146000
SVC000044,V000012,CAR0001,2024-12-17,107996,Cabang Krakatau,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,640000
SVC000048,V000012,CAR0001,2024-12-17,107996,Cabang Krakatau,Mekanik Joni,Kelistrikan,Aki/Accu,1,1644000
SVC000047,V000012,CAR0001,2024-12-17,107996,Cabang Krakatau,Mekanik Joni,Rem & Kaki,Kampas Rem Belakang,1,425000
SVC000046,V000012,CAR0001,2024-12-17,107996,Cabang Krakatau,Mekanik Joni,Rem & Kaki,Kampas Rem Depan,1,779000
SVC000045,V000012,CAR0001,2024-12-17,107996,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Udara,1,147000
SVC021714,V005589,CAR0487,2024-12-17,96365,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Udara,1,149000
SVC021713,V005589,CAR0487,2024-12-17,96365,Cabang Krakatau,Mekanik Joni,Oli & Filter,Filter Oli,1,110000
SVC014169,V003641,CAR0331,2024-12-17,78495,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Oli,1,77000
SVC013062,V003357,CAR0306,2024-12-17,118655,Cabang Krakatau,Mekanik Hasan,Rem & Kaki,Kampas Rem Depan,1,529000
SVC021712,V005589,CAR0487,2024-12-17,96365,Cabang Krakatau,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,720000
SVC013060,V003357,CAR0306,2024-12-17,118655,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,600000
SVC028335,V007774,CAR0159,2024-12-17,63665,Cabang Sisingamangaraja,Mekanik Dani,Rem & Kaki,Kampas Rem Depan,1,530000
SVC013061,V003357,CAR0306,2024-12-17,118655,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Filter Oli,1,63000
SVC013163,V003383,CAR0310,2024-12-18,88846,Cabang Krakatau,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,420000
SVC013164,V003383,CAR0310,2024-12-18,88846,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Oli,1,103000
SVC013165,V003383,CAR0310,2024-12-18,88846,Cabang Krakatau,Mekanik Beni,Oli & Filter,Filter Udara,1,231000
SVC006826,V001764,CAR0155,2024-12-18,119516,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Oli,1,65000
SVC028404,V007831,CAR0275,2024-12-18,137700,Cabang Krakatau,Mekanik Sahat,Tune Up,Busi (set),1,364000
SVC013384,V003438,CAR0315,2024-12-18,53591,Cabang Ringroad,Mekanik Dani,Kelistrikan,Aki/Accu,1,1387000
SVC007202,V001858,CAR0163,2024-12-18,79805,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Filter Udara,1,220000
SVC013383,V003438,CAR0315,2024-12-18,53591,Cabang Ringroad,Mekanik Dani,Oli & Filter,Filter Kabin/AC,1,121000
SVC013382,V003438,CAR0315,2024-12-18,53591,Cabang Ringroad,Mekanik Dani,Oli & Filter,Filter Udara,1,195000
SVC007201,V001858,CAR0163,2024-12-18,79805,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Filter Oli,1,86000
SVC007200,V001858,CAR0163,2024-12-18,79805,Cabang Setia Budi,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,420000
SVC013381,V003438,CAR0315,2024-12-18,53591,Cabang Ringroad,Mekanik Dani,Oli & Filter,Filter Oli,1,71000
SVC006825,V001764,CAR0155,2024-12-18,119516,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,450000
SVC028005,V007491,CAR0582,2024-12-18,50970,Cabang Gatot Subroto,Mekanik Anto,Rem & Kaki,Ban (per pcs),4,831000
SVC013555,V003485,CAR0318,2024-12-18,76640,Cabang Ringroad,Mekanik Anto,Oli & Filter,Filter Udara,1,161000
SVC013554,V003485,CAR0318,2024-12-18,76640,Cabang Ringroad,Mekanik Anto,Oli & Filter,Filter Oli,1,87000
SVC013553,V003485,CAR0318,2024-12-18,76640,Cabang Ringroad,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,480000
SVC006827,V001764,CAR0155,2024-12-18,119516,Cabang Gatot Subroto,Mekanik Sahat,Oli & Filter,Filter Kabin/AC,1,90000
SVC013380,V003438,CAR0315,2024-12-18,53591,Cabang Ringroad,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,780000
SVC013556,V003485,CAR0318,2024-12-18,76640,Cabang Ringroad,Mekanik Anto,Oli & Filter,Filter Kabin/AC,1,154000
SVC013558,V003485,CAR0318,2024-12-18,76640,Cabang Ringroad,Mekanik Anto,Tune Up,Tune Up / Servis Berkala,1,393000
SVC013559,V003485,CAR0318,2024-12-18,76640,Cabang Ringroad,Mekanik Anto,Drivetrain,Oli Gardan/Transfer,1,409000
SVC013557,V003485,CAR0318,2024-12-18,76640,Cabang Ringroad,Mekanik Anto,Tune Up,Busi (set),1,321000
SVC010760,V002773,CAR0249,2024-12-19,49420,Cabang Krakatau,Mekanik Anto,Lainnya,Wiper,1,206000
SVC004141,V001070,CAR0096,2024-12-19,96828,Cabang Sisingamangaraja,Mekanik Beni,Oli & Filter,Ganti Oli Mesin,1,640000
SVC004142,V001070,CAR0096,2024-12-19,96828,Cabang Sisingamangaraja,Mekanik Beni,Oli & Filter,Filter Oli,1,87000
SVC016614,V004280,CAR0379,2024-12-19,168740,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,500000
SVC016617,V004280,CAR0379,2024-12-19,168740,Cabang Gatot Subroto,Mekanik Joni,Pendingin,Coolant/Radiator,1,197000
SVC016616,V004280,CAR0379,2024-12-19,168740,Cabang Gatot Subroto,Mekanik Joni,Tune Up,Tune Up / Servis Berkala,1,475000
SVC016771,V004319,CAR0382,2024-12-19,73577,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Filter Udara,1,126000
SVC016770,V004319,CAR0382,2024-12-19,73577,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Filter Oli,1,93000
SVC016769,V004319,CAR0382,2024-12-19,73577,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,720000
SVC016772,V004319,CAR0382,2024-12-19,73577,Cabang Setia Budi,Mekanik Sahat,Rem & Kaki,Kampas Rem Depan,1,650000
SVC016615,V004280,CAR0379,2024-12-19,168740,Cabang Gatot Subroto,Mekanik Joni,Oli & Filter,Filter Oli,1,80000
SVC004557,V001178,CAR0108,2024-12-19,78748,Cabang Ringroad,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,420000
SVC004558,V001178,CAR0108,2024-12-19,78748,Cabang Ringroad,Mekanik Sahat,Oli & Filter,Filter Oli,1,75000
SVC004559,V001178,CAR0108,2024-12-19,78748,Cabang Ringroad,Mekanik Sahat,Oli & Filter,Filter Udara,1,194000
SVC004143,V001070,CAR0096,2024-12-19,96828,Cabang Sisingamangaraja,Mekanik Beni,Kelistrikan,Aki/Accu,1,1427000
SVC010758,V002773,CAR0249,2024-12-19,49420,Cabang Krakatau,Mekanik Anto,Oli & Filter,Ganti Oli Mesin,1,330000
SVC004561,V001178,CAR0108,2024-12-19,78748,Cabang Ringroad,Mekanik Sahat,Tune Up,Busi (set),1,414000
SVC004562,V001178,CAR0108,2024-12-19,78748,Cabang Ringroad,Mekanik Sahat,Tune Up,Tune Up / Servis Berkala,1,585000
SVC004560,V001178,CAR0108,2024-12-19,78748,Cabang Ringroad,Mekanik Sahat,Oli & Filter,Filter Kabin/AC,1,185000
SVC010759,V002773,CAR0249,2024-12-19,49420,Cabang Krakatau,Mekanik Anto,Oli & Filter,Filter Oli,1,98000
SVC027999,V007486,CAR0316,2024-12-19,161508,Cabang Setia Budi,Mekanik Joni,Rem & Kaki,Spooring & Balancing,1,331000
SVC020219,V005212,CAR0455,2024-12-20,80370,Cabang Gatot Subroto,Mekanik Hasan,Tune Up,Tune Up / Servis Berkala,1,602000
SVC020218,V005212,CAR0455,2024-12-20,80370,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Filter Kabin/AC,1,99000
SVC020217,V005212,CAR0455,2024-12-20,80370,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Filter Oli,1,87000
SVC020216,V005212,CAR0455,2024-12-20,80370,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,450000
SVC019223,V004953,CAR0435,2024-12-20,129146,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,520000
SVC001070,V000279,CAR0029,2024-12-20,76057,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Oli,1,98000
SVC019225,V004953,CAR0435,2024-12-20,129146,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Filter Udara,1,150000
SVC014283,V003672,CAR0332,2024-12-20,151920,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,330000
SVC014284,V003672,CAR0332,2024-12-20,151920,Cabang Gatot Subroto,Mekanik Hasan,Oli & Filter,Filter Oli,1,67000
SVC019224,V004953,CAR0435,2024-12-20,129146,Cabang Setia Budi,Mekanik Sahat,Oli & Filter,Filter Oli,1,99000
SVC014285,V003672,CAR0332,2024-12-20,151920,Cabang Gatot Subroto,Mekanik Hasan,Lainnya,Wiper,1,127000
SVC001069,V000279,CAR0029,2024-12-20,76057,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,560000
SVC013087,V003364,CAR0307,2024-12-20,82003,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,520000
SVC013089,V003364,CAR0307,2024-12-20,82003,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Filter Udara,1,134000
SVC013090,V003364,CAR0307,2024-12-20,82003,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Filter Kabin/AC,1,148000
SVC013091,V003364,CAR0307,2024-12-20,82003,Cabang Krakatau,Mekanik Hasan,Tune Up,Tune Up / Servis Berkala,1,588000
SVC013092,V003364,CAR0307,2024-12-20,82003,Cabang Krakatau,Mekanik Hasan,Rem & Kaki,Kampas Rem Depan,1,491000
SVC001072,V000279,CAR0029,2024-12-20,76057,Cabang Sisingamangaraja,Mekanik Dani,Rem & Kaki,Kampas Rem Depan,1,615000
SVC001071,V000279,CAR0029,2024-12-20,76057,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Udara,1,219000
SVC013088,V003364,CAR0307,2024-12-20,82003,Cabang Krakatau,Mekanik Hasan,Oli & Filter,Filter Oli,1,87000
SVC013093,V003364,CAR0307,2024-12-20,82003,Cabang Krakatau,Mekanik Hasan,Rem & Kaki,Kampas Rem Belakang,1,597000
SVC028469,V007887,CAR0034,2024-12-21,92434,Cabang Krakatau,Mekanik Rudi,Pendingin,Coolant/Radiator,1,222000
SVC018310,V004718,CAR0417,2024-12-21,124813,Cabang Setia Budi,Mekanik Joni,Oli & Filter,Ganti Oli Mesin,1,600000
SVC008150,V002103,CAR0185,2024-12-21,106441,Cabang Sisingamangaraja,Mekanik Hasan,Oli & Filter,Filter Oli,1,70000
SVC018312,V004718,CAR0417,2024-12-21,124813,Cabang Setia Budi,Mekanik Joni,Oli & Filter,Filter Udara,1,168000
SVC018313,V004718,CAR0417,2024-12-21,124813,Cabang Setia Budi,Mekanik Joni,Tune Up,Busi (set),1,235000
SVC018314,V004718,CAR0417,2024-12-21,124813,Cabang Setia Budi,Mekanik Joni,Tune Up,Tune Up / Servis Berkala,1,511000
SVC018315,V004718,CAR0417,2024-12-21,124813,Cabang Setia Budi,Mekanik Joni,Pendingin,Coolant/Radiator,1,123000
SVC008149,V002103,CAR0185,2024-12-21,106441,Cabang Sisingamangaraja,Mekanik Hasan,Oli & Filter,Ganti Oli Mesin,1,780000
SVC008151,V002103,CAR0185,2024-12-21,106441,Cabang Sisingamangaraja,Mekanik Hasan,Oli & Filter,Filter Udara,1,150000
SVC010984,V002830,CAR0255,2024-12-21,32739,Cabang Sisingamangaraja,Mekanik Dani,Lainnya,Wiper,1,97000
SVC010983,V002830,CAR0255,2024-12-21,32739,Cabang Sisingamangaraja,Mekanik Dani,Kelistrikan,Aki/Accu,1,1027000
SVC010982,V002830,CAR0255,2024-12-21,32739,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Udara,1,130000
SVC010981,V002830,CAR0255,2024-12-21,32739,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Oli,1,91000
SVC010980,V002830,CAR0255,2024-12-21,32739,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,420000
SVC008595,V002212,CAR0196,2024-12-21,72369,Cabang Krakatau,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,650000
SVC008596,V002212,CAR0196,2024-12-21,72369,Cabang Krakatau,Mekanik Rudi,Oli & Filter,Filter Udara,1,251000
SVC008597,V002212,CAR0196,2024-12-21,72369,Cabang Krakatau,Mekanik Rudi,Lainnya,Wiper,1,105000
SVC018311,V004718,CAR0417,2024-12-21,124813,Cabang Setia Budi,Mekanik Joni,Oli & Filter,Filter Oli,1,89000
SVC009012,V002322,CAR0208,2024-12-21,130180,Cabang Krakatau,Mekanik Rudi,Oli & Filter,Ganti Oli Mesin,1,450000
SVC009569,V002464,CAR0223,2024-12-21,119338,Cabang Krakatau,Mekanik Sahat,Oli & Filter,Ganti Oli Mesin,1,720000
SVC009014,V002322,CAR0208,2024-12-21,130180,Cabang Krakatau,Mekanik Rudi,Oli & Filter,Filter Udara,1,136000
SVC025381,V006545,CAR0567,2024-12-21,140860,Cabang Ringroad,Mekanik Tigor,Oli & Filter,Filter Udara,1,160000
SVC009013,V002322,CAR0208,2024-12-21,130180,Cabang Krakatau,Mekanik Rudi,Oli & Filter,Filter Oli,1,113000
SVC022441,V005780,CAR0504,2024-12-21,106457,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Ganti Oli Mesin,1,330000
SVC022442,V005780,CAR0504,2024-12-21,106457,Cabang Sisingamangaraja,Mekanik Dani,Oli & Filter,Filter Oli,1,71000
